z,y,x
12.708267,6.1824,18.5472
9.617066,5.8389335,19.5776
11.3344,7.2128,23.355734
8.586667,7.2128,20.951468
8.586667,9.2736,20.608
13.3952,11.677867,20.264534
13.051733,10.990933,17.173334
12.04,9.632,24.424002
13.0720005,9.632,24.08
11.696,8.944,27.52
8.2560005,10.6640005,20.640001
8.944,11.008,20.984001
12.384001,12.728001,19.264
11.008,14.792001,20.640001
10.320001,13.76,16.168001
12.04,9.632,24.424002
13.416,8.944,23.392
10.6640005,9.976001,26.488
8.2560005,11.008,19.952002
7.912,9.288,21.328001
11.008,14.448001,22.016
9.288,13.76,16.168001
12.384001,6.5360003,21.672
10.320001,7.5680003,21.328001
9.632,7.5680003,27.176
8.2560005,8.6,23.048
8.6,9.976001,22.36
12.384001,13.416,20.296001
14.104,11.696,21.328001
11.352,6.1920004,20.984001
9.976001,6.5360003,23.048
8.944,8.6,24.424002
7.5680003,8.944,22.36
8.6,17.2,19.264
13.416,14.448001,21.328001
13.416,12.384001,21.672
10.556,8.372,17.836
10.92,8.372,17.472
9.099999,7.2799997,17.836
8.007999,9.828,17.108
6.916,9.099999,17.472
10.191999,9.828,18.199999
9.464,10.92,17.108
10.556,8.372,18.199999
11.648,8.007999,17.836
8.736,7.644,19.292
6.1879997,9.828,16.38
6.916,9.099999,17.836
12.012,13.832,16.38
10.191999,11.648,16.015999
14.559999,5.824,12.012
15.288,7.644,12.012
13.104,8.372,16.38
10.191999,6.916,18.199999
11.283999,7.644,16.38
14.196,9.464,14.924
14.559999,9.828,15.288
14.559999,5.46,12.012
14.196,7.2799997,13.104
14.196,6.1879997,17.472
9.828,6.552,15.651999
2.912,3.6399999,3.276
9.099999,8.007999,18.199999
13.104,11.283999,16.015999
12.74,10.191999,13.832
10.304,8.586667,21.638401
9.960533,8.930134,20.951468
9.2736,7.556267,25.76
7.2128,8.586667,19.234133
7.2128,8.930134,20.608
12.021334,12.3648,19.5776
12.021334,13.738667,19.921066
10.990933,8.930134,21.638401
10.647467,7.556267,20.608
9.617066,7.556267,24.042667
7.2128,8.930134,19.234133
7.2128,8.930134,18.5472
10.990933,11.677867,18.890667
12.708267,13.738667,18.890667
13.3952,4.808533,16.142933
12.708267,6.5258665,18.5472
13.738667,7.2128,21.981867
11.3344,7.2128,18.5472
8.930134,7.8997335,19.234133
13.051733,12.3648,16.4864
14.769067,10.990933,16.829866
10.647467,5.152,17.173334
13.738667,5.4954667,18.5472
14.4256,6.8693333,22.325333
10.990933,7.2128,19.5776
9.960533,6.5258665,18.5472
14.082133,13.3952,18.890667
0.34346667,0.68693334,0.34346667
12.708267,12.708267,18.5472
10.556,10.556,24.751999
10.92,6.552,25.116
11.648,10.556,25.844
9.099999,10.92,21.112
9.464,9.828,19.292
13.104,14.924,21.476
10.92,14.196,17.108
10.191999,9.099999,25.844
9.828,7.2799997,24.751999
9.828,9.464,27.664
7.644,10.92,21.476
1.8199999,2.912,4.732
2.5479999,3.276,5.0959997
1.456,1.092,0.364
8.007999,9.828,15.651999
14.924,13.467999,17.108
11.283999,13.467999,15.288
13.832,6.552,18.199999
12.375999,9.464,21.476
11.283999,10.191999,26.935999
7.644,8.736,20.748
8.007999,8.736,24.024
12.012,11.283999,20.02
18.564,12.012,12.74
15.288,6.1879997,19.656
13.467999,7.2799997,21.112
14.559999,9.464,26.571999
8.007999,8.007999,18.199999
9.828,8.736,19.656
12.375999,13.467999,20.748
12.012,11.648,16.744
17.472,14.559999,15.288
10.191999,9.828,16.38
12.012,7.644,21.476
10.556,9.099999,20.748
8.007999,10.556,14.559999
7.2799997,9.828,17.472
12.375999,15.651999,17.836
11.648,14.924,17.836
10.556,11.283999,16.744
13.467999,9.099999,17.472
11.648,8.007999,19.656
10.92,9.099999,20.383999
7.644,10.191999,14.924
7.2799997,9.828,17.108
12.012,13.104,15.651999
10.556,11.648,13.467999
10.556,5.0959997,15.651999
9.828,6.916,17.108
12.012,7.644,21.476
8.007999,8.372,17.108
8.007999,9.828,18.199999
10.92,10.92,7.2799997
10.556,10.92,6.916
14.559999,12.012,14.196
10.92,5.46,15.651999
10.92,6.552,17.108
9.828,8.007999,19.292
7.2799997,8.736,17.108
7.2799997,9.099999,16.744
8.007999,10.191999,6.916
10.92,11.283999,16.015999
14.924,13.104,14.559999
17.836,8.372,16.744
16.38,6.1879997,15.288
17.472,7.644,20.383999
17.472,8.372,16.744
15.651999,6.552,15.288
17.836,7.644,21.476
11.283999,8.372,21.112
13.832,10.92,21.84
8.007999,4.732,16.744
9.464,5.0959997,19.656
8.736,6.1879997,21.476
8.736,7.644,19.656
8.736,9.464,22.204
5.0959997,6.1879997,16.015999
6.1879997,6.552,13.467999
17.108,14.196,17.108
7.644,4.732,18.928
10.191999,5.0959997,20.02
10.191999,6.552,24.024
8.736,8.007999,17.836
8.007999,10.191999,21.112
11.648,13.467999,21.476
11.283999,16.744,20.748
12.74,15.288,18.928
8.6,8.944,26.488
11.352,7.912,24.768002
10.320001,8.2560005,25.800001
7.912,9.632,22.36
7.912,10.320001,23.048
14.792001,15.136001,24.424002
10.320001,15.136001,22.016
9.288,8.944,27.176
9.632,8.944,23.392
8.944,8.2560005,27.864
7.912,9.288,22.016
8.6,9.632,22.36
13.76,15.4800005,23.048
11.696,15.4800005,23.048
12.04,5.848,20.984001
13.0720005,7.5680003,22.016
14.792001,8.944,24.768002
13.76,7.5680003,20.984001
13.76,8.2560005,22.36
17.544,15.824,22.36
17.888,17.2,18.576
11.696,5.848,20.640001
14.448001,6.5360003,20.640001
15.4800005,7.912,24.768002
12.384001,7.2240005,21.672
14.792001,9.976001,23.048
16.856,16.512001,20.640001
18.232,17.2,18.92
13.76,8.6,19.264
13.76,7.912,18.92
12.728001,8.2560005,21.328001
11.008,10.320001,20.640001
10.6640005,10.6640005,21.328001
12.384001,13.76,20.640001
12.04,15.824,18.92
9.288,14.104,16.856
13.416,9.288,20.296001
13.76,7.5680003,18.576
14.448001,8.2560005,22.016
12.384001,9.632,19.608
10.320001,10.320001,20.984001
13.76,15.4800005,19.952002
11.352,15.824,18.92
8.6,13.0720005,16.856
7.912,5.1600003,19.608
8.6,6.5360003,21.328001
9.976001,7.5680003,24.424002
7.2240005,7.2240005,20.984001
7.2240005,8.6,21.328001
12.384001,16.168001,17.2
13.416,14.448001,17.888
14.448001,12.04,17.2
8.944,5.848,19.264
8.6,7.2240005,21.328001
8.944,8.2560005,23.392
7.5680003,7.5680003,20.984001
8.2560005,8.944,23.392
14.104,12.04,19.608
14.792001,12.384001,19.264
